,ctl_loading_date,ctl_loading,string_quantity,duplicated_by_loading,corrections,delay,day_of_week,cumulative_missing_days,rank
462,2019-07-06,29480966591,458,15,30,0 days,5,25,1
463,2019-07-07,48572508465,458,17,30,0 days,6,25,1
464,2019-07-08,83344546250,458,14,30,0 days,0,25,1
465,2019-07-09,84894086202,458,19,30,0 days,1,25,1
466,2019-07-10,92281073497,458,16,30,0 days,2,25,1
467,2019-07-11,84707518832,426,14,26,0 days,3,25,1
468,2019-07-12,42869555033,428,18,27,0 days,4,25,1
469,2019-07-13,63369765287,448,20,28,0 days,5,25,1
470,2019-07-14,91686032707,458,17,30,0 days,6,25,1
471,2019-07-15,45655173658,452,15,29,0 days,0,25,1
472,2019-07-16,10475107991,451,17,28,0 days,1,25,1
473,2019-07-17,28610642635,477,16,31,0 days,2,25,1
474,2019-07-18,15845109419,485,18,32,0 days,3,25,1
475,2019-07-19,9189084787,440,16,28,0 days,4,25,1
476,2019-07-20,80351452942,423,19,26,0 days,5,25,1
477,2019-07-21,98177321118,496,15,33,0 days,6,25,1
478,2019-07-22,10400836271,427,16,27,0 days,0,25,1
479,2019-07-23,34707861513,458,16,30,0 days,1,25,1
480,2019-07-24,2768805921,458,13,30,0 days,2,25,1
481,2019-07-25,64296571812,462,16,30,0 days,3,25,1
482,2019-07-26,61905307529,478,17,31,0 days,4,25,1
483,2019-07-27,94436331738,458,21,30,0 days,5,25,1
484,2019-07-28,16570671380,458,17,30,0 days,6,25,1
485,2019-07-29,93975110976,472,18,30,0 days,0,25,1
486,2019-07-30,39172967363,448,14,28,0 days,1,25,1
487,2019-07-31,4301395488,493,20,33,0 days,2,25,1
488,2019-08-01,15562226641,468,15,30,0 days,3,25,1
489,2019-08-02,12200619746,462,19,30,0 days,4,25,1
490,2019-08-03,95827051328,458,15,30,0 days,5,25,1
491,2019-08-04,73655191274,462,20,30,0 days,6,25,1
492,2019-08-05,12116999789,496,19,33,0 days,0,25,1
493,2019-08-06,12398424559,424,18,26,0 days,1,25,1
494,2019-08-07,49761280795,457,16,30,0 days,2,25,1
495,2019-08-08,82002815623,449,20,28,0 days,3,25,1
496,2019-08-11,26220064114,490,18,33,0 days,6,27,1
498,2019-08-11,69380215599,466,20,30,1 days,6,27,2
497,2019-08-11,31086641046,458,21,30,2 days,6,27,3
499,2019-08-12,70350539380,458,17,30,0 days,0,27,1
500,2019-08-13,33229658755,429,15,27,0 days,1,27,1
501,2019-08-14,776783702,458,11,30,0 days,2,27,1
502,2019-08-15,90993229870,458,18,30,0 days,3,27,1
503,2019-08-16,54684031186,458,20,30,0 days,4,27,1
504,2019-08-17,61654666646,458,13,30,0 days,5,27,1
505,2019-08-18,63909216111,449,17,28,0 days,6,27,1
506,2019-08-19,8788684479,450,17,29,0 days,0,27,1
507,2019-08-20,65870539840,464,16,30,0 days,1,27,1
508,2019-08-21,59769397993,423,19,26,0 days,2,27,1
509,2019-08-22,66511224416,455,16,30,0 days,3,27,1
510,2019-08-23,16973236876,458,20,30,0 days,4,27,1
511,2019-08-24,36100925366,487,15,33,0 days,5,27,1
512,2019-08-25,44814967802,460,20,30,0 days,6,27,1
513,2019-08-26,86487624279,421,16,26,0 days,0,27,1
514,2019-08-27,68080306859,426,18,27,0 days,1,27,1
515,2019-08-28,34613875577,439,18,28,0 days,2,27,1
516,2019-08-29,11311657037,458,17,29,0 days,3,27,1
517,2019-08-30,33543128516,423,17,25,0 days,4,27,1
518,2019-08-31,88529024066,478,18,30,0 days,5,27,1
519,2019-09-01,74710294704,458,20,29,0 days,6,27,1
520,2019-09-02,95176146180,429,17,26,0 days,0,27,1
521,2019-09-03,10556924708,428,14,26,0 days,1,27,1
522,2019-09-04,53249962613,458,16,29,0 days,2,27,1
523,2019-09-05,63831821632,458,16,29,0 days,3,27,1
524,2019-09-06,56168799454,100,0,1,0 days,4,27,1
525,2019-09-07,20230648475,458,17,29,0 days,5,27,1
527,2019-09-08,93412030697,458,15,29,0 days,6,27,1
526,2019-09-08,26152459229,382,16,30,2 days,6,27,2
528,2019-09-09,63595081678,436,18,27,0 days,0,27,1
529,2019-09-10,65154067422,458,16,29,0 days,1,27,1
530,2019-09-11,70857961567,458,19,29,0 days,2,27,1
531,2019-09-12,51626120230,486,15,32,0 days,3,27,1
532,2019-09-13,78892923625,481,14,31,0 days,4,27,1
533,2019-09-14,32411035232,465,16,29,0 days,5,27,1
534,2019-09-15,72962558312,493,15,32,0 days,6,27,1
535,2019-09-16,97397141345,458,15,29,0 days,0,27,1
536,2019-09-17,93892097760,443,20,27,0 days,1,27,1
537,2019-09-18,14611433119,458,19,29,0 days,2,27,1
538,2019-09-19,33911584532,453,16,29,0 days,3,27,1
539,2019-09-20,30285647992,458,18,29,0 days,4,27,1
540,2019-09-21,7674206902,492,18,32,0 days,5,27,1
541,2019-09-22,7018559609,469,18,29,0 days,6,27,1
542,2019-09-24,4245636128,494,22,32,0 days,1,28,1
543,2019-09-24,73577411492,458,17,29,1 days,1,28,2
544,2019-09-25,54778583934,474,17,30,0 days,2,28,1
545,2019-09-26,67784145234,458,17,29,0 days,3,28,1
546,2019-09-27,13525352224,458,18,29,0 days,4,28,1
547,2019-09-28,78900650395,471,14,29,0 days,5,28,1
548,2019-09-29,66581682841,464,18,29,0 days,6,28,1
549,2019-09-30,33926067907,473,18,30,0 days,0,28,1
550,2019-10-01,93590966571,494,14,32,0 days,1,28,1
551,2019-10-02,87845894743,437,18,27,0 days,2,28,1
552,2019-10-03,50295780830,458,21,29,0 days,3,28,1
553,2019-10-04,71643164427,458,20,29,0 days,4,28,1
554,2019-10-05,2929288411,489,21,32,0 days,5,28,1
555,2019-10-06,68007237445,435,14,27,0 days,6,28,1
556,2019-10-07,10570249198,428,19,26,0 days,0,28,1
557,2019-10-08,30684981783,474,20,30,0 days,1,28,1
558,2019-10-09,2566978866,421,14,25,0 days,2,28,1
559,2019-10-10,21167686647,458,16,29,0 days,3,28,1
560,2019-10-11,81823057624,452,19,29,0 days,4,28,1
561,2019-10-12,43554004185,458,19,29,0 days,5,28,1
562,2019-10-13,60125206216,492,20,32,0 days,6,28,1
563,2019-10-14,11145137480,458,14,29,0 days,0,28,1
564,2019-10-15,62932097186,458,20,29,0 days,1,28,1
565,2019-10-16,75886930587,458,18,29,0 days,2,28,1
566,2019-10-17,69636738781,458,21,29,0 days,3,28,1
567,2019-10-18,16543246396,454,16,29,0 days,4,28,1
569,2019-10-19,86384123947,441,18,27,0 days,5,28,1
568,2019-10-19,42725859637,3,0,3,437 days,5,28,2
570,2019-10-20,3310141760,493,26,32,0 days,6,28,1
571,2019-10-21,30714070878,458,18,29,0 days,0,28,1
572,2019-10-22,51636390378,475,19,30,0 days,1,28,1
573,2019-10-23,19307535661,446,17,28,0 days,2,28,1
574,2019-10-24,68708972243,464,19,29,0 days,3,28,1
575,2019-10-25,62165914881,466,18,29,0 days,4,28,1
576,2019-10-26,85211000764,488,15,32,0 days,5,28,1
577,2019-10-27,53181101558,497,18,34,0 days,6,28,1
578,2019-10-28,76246892914,458,18,29,0 days,0,28,1
579,2019-10-29,44855916040,458,18,29,0 days,1,28,1
580,2019-10-30,6663584255,458,18,29,0 days,2,28,1
581,2019-10-31,77549803915,441,17,27,0 days,3,28,1
583,2019-11-04,55217615347,486,17,32,0 days,0,31,1
582,2019-11-04,45950356717,439,14,27,1 days,0,31,2
584,2019-11-04,75999574615,480,19,32,2 days,0,31,3
585,2019-11-04,94047029424,495,23,33,3 days,0,31,4
586,2019-11-05,78179913821,462,19,29,0 days,1,31,1
587,2019-11-06,65727924969,456,22,29,0 days,2,31,1
588,2019-11-07,19729155915,458,20,29,0 days,3,31,1
589,2019-11-08,23674115548,458,18,29,0 days,4,31,1
590,2019-11-09,83510666329,458,18,29,0 days,5,31,1
591,2019-11-10,62842794255,458,18,29,0 days,6,31,1
592,2019-11-11,89537036988,458,22,29,0 days,0,31,1
593,2019-11-12,376949875,471,21,30,0 days,1,31,1
594,2019-11-13,64580625933,432,15,27,0 days,2,31,1
595,2019-11-14,62581203010,458,17,29,0 days,3,31,1
598,2019-11-18,63900652539,495,17,34,0 days,0,34,1
596,2019-11-18,15251263618,458,16,29,1 days,0,34,2
599,2019-11-18,75581780844,458,19,29,2 days,0,34,3
597,2019-11-18,45138791453,458,18,29,3 days,0,34,4
600,2019-11-19,25553930811,495,20,34,0 days,1,34,1
601,2019-11-20,23481143461,475,21,30,0 days,2,34,1
602,2019-11-21,96004837024,450,15,29,0 days,3,34,1
603,2019-11-22,9613962140,479,22,32,0 days,4,34,1
604,2019-11-23,93699899145,468,19,29,0 days,5,34,1
605,2019-11-24,85640829931,465,21,29,0 days,6,34,1
606,2019-11-25,61624307914,458,18,29,0 days,0,34,1
607,2019-11-26,60882690799,485,24,32,0 days,1,34,1
608,2019-11-27,97530396014,436,19,27,0 days,2,34,1
609,2019-11-28,52334954584,458,18,29,0 days,3,34,1
610,2019-11-29,61296990760,457,15,29,0 days,4,34,1
611,2019-11-29,62581171399,7,0,7,304 days,4,34,2
612,2019-11-30,90738627399,420,19,26,0 days,5,34,1
613,2019-12-01,29061053835,458,20,29,0 days,6,34,1
614,2019-12-02,63556540829,458,23,29,0 days,0,34,1
615,2019-12-03,60950903732,485,20,32,0 days,1,34,1
616,2019-12-04,60147160148,435,21,27,0 days,2,34,1
617,2019-12-05,53018249259,463,17,29,0 days,3,34,1
618,2019-12-06,70415043505,458,19,29,0 days,4,34,1
619,2019-12-07,22968280196,458,22,29,0 days,5,34,1
620,2019-12-08,57911351305,458,19,29,0 days,6,34,1
621,2019-12-09,67775882587,456,17,29,0 days,0,34,1
622,2019-12-10,4725958625,459,19,29,0 days,1,34,1
623,2019-12-11,83904429674,177,4,5,0 days,2,34,1
624,2019-12-12,39005023127,458,18,29,0 days,3,34,1
625,2019-12-13,46758430444,455,19,29,0 days,4,34,1
626,2019-12-14,10958735651,455,17,29,0 days,5,34,1
627,2019-12-15,25047020638,213,4,5,0 days,6,34,1
629,2019-12-16,89817958153,458,17,29,0 days,0,34,1
628,2019-12-16,77879345838,313,11,27,5 days,0,34,2
630,2019-12-17,76672397713,447,23,29,0 days,1,34,1
632,2019-12-18,85975576180,434,18,27,0 days,2,34,1
631,2019-12-18,74611088254,219,11,22,3 days,2,34,2
633,2019-12-19,23216137517,485,22,32,0 days,3,34,1
634,2019-12-20,34220230187,449,19,29,0 days,4,34,1
635,2019-12-21,88096202379,495,19,34,0 days,5,34,1
636,2019-12-22,81218337491,488,19,32,0 days,6,34,1
637,2019-12-23,73218688791,458,18,29,0 days,0,34,1
638,2019-12-24,55754972416,458,18,29,0 days,1,34,1
639,2019-12-25,12706353601,458,18,29,0 days,2,34,1
640,2019-12-26,23056528349,458,20,29,0 days,3,34,1
641,2019-12-27,72844913783,472,17,30,0 days,4,34,1
642,2019-12-28,34240869487,437,15,27,0 days,5,34,1
643,2019-12-29,72737617761,452,17,29,0 days,6,34,1
644,2019-12-30,10800499468,433,17,27,0 days,0,34,1
645,2019-12-31,46090630740,445,19,28,0 days,1,34,1
646,2020-01-01,43414015536,488,18,32,0 days,2,34,1
647,2020-01-02,20435220699,497,21,34,0 days,3,34,1
648,2020-01-03,69380074473,64,1,1,0 days,4,34,1
649,2020-01-04,11480180814,458,23,29,0 days,5,34,1
650,2020-01-05,9588686123,458,19,29,0 days,6,34,1
651,2020-01-05,16416305990,395,15,28,2 days,6,34,2
652,2020-01-06,77504787143,496,19,34,0 days,0,34,1
653,2020-01-07,29039767643,489,19,32,0 days,1,34,1
654,2020-01-08,49542851966,458,18,29,0 days,2,34,1
655,2020-01-09,56738684408,448,22,29,0 days,3,34,1
656,2020-01-10,47538762546,458,20,28,0 days,4,34,1
657,2020-01-11,93498949817,458,18,28,0 days,5,34,1
658,2020-01-12,76707802620,458,20,28,0 days,6,34,1
659,2020-01-13,69262527092,475,16,31,0 days,0,34,1
660,2020-01-14,96340175079,439,16,26,0 days,1,34,1
661,2020-01-15,12908585583,472,14,30,0 days,2,34,1
662,2020-01-16,5392565920,441,16,27,0 days,3,34,1
663,2020-01-17,53632428768,440,18,26,0 days,4,34,1
664,2020-01-18,87281611378,458,22,28,0 days,5,34,1
665,2020-01-19,37578654401,466,17,29,0 days,6,34,1
666,2020-01-20,30826367573,458,19,28,0 days,0,34,1
667,2020-01-21,78963528132,458,22,28,0 days,1,34,1
668,2020-01-22,65098202950,477,22,31,0 days,2,34,1
669,2020-01-23,93409201674,439,20,26,0 days,3,34,1
670,2020-01-24,80599992517,458,14,28,0 days,4,34,1
671,2020-01-25,89917927779,479,18,31,0 days,5,34,1
672,2020-01-26,5414173583,458,16,28,0 days,6,34,1
673,2020-01-27,85668059579,444,15,28,0 days,0,34,1
674,2020-01-28,43488124481,492,17,33,0 days,1,34,1
675,2020-01-29,79804654225,458,20,28,0 days,2,34,1
676,2020-01-30,79648538908,464,20,28,0 days,3,34,1
677,2020-01-31,14515828389,458,18,28,0 days,4,34,1
678,2020-02-01,18165190837,444,18,28,0 days,5,34,1
679,2020-02-02,74000230594,486,19,31,0 days,6,34,1
680,2020-02-03,24535905461,426,13,25,0 days,0,34,1
681,2020-02-04,16437352503,458,17,28,0 days,1,34,1
682,2020-02-05,16907836863,458,18,28,0 days,2,34,1
683,2020-02-06,11487775560,458,19,28,0 days,3,34,1
684,2020-02-07,4878631150,496,25,34,0 days,4,34,1
685,2020-02-08,35256501509,487,20,31,0 days,5,34,1
686,2020-02-09,17675499986,497,23,34,0 days,6,34,1
687,2020-02-10,64920349617,481,21,31,0 days,0,34,1
688,2020-02-11,91135438613,420,14,25,0 days,1,34,1
689,2020-02-12,68357875720,429,19,26,0 days,2,34,1
690,2020-02-13,30526626577,454,14,28,0 days,3,34,1
691,2020-02-14,35484233330,492,21,33,0 days,4,34,1
692,2020-02-15,95072110790,458,18,28,0 days,5,34,1
693,2020-02-16,58237757725,465,21,29,0 days,6,34,1
694,2020-02-17,94365308332,438,21,26,0 days,0,34,1
695,2020-02-18,48261213900,314,9,12,0 days,1,34,1
696,2020-02-19,16903443864,458,18,28,0 days,2,34,1
697,2020-02-20,40241157617,466,16,29,0 days,3,34,1
698,2020-02-21,8504986155,468,19,29,0 days,4,34,1
700,2020-02-22,73388124499,458,20,28,0 days,5,34,1
699,2020-02-22,20355442776,144,5,16,4 days,5,34,2
701,2020-02-23,18553275742,462,18,28,0 days,6,34,1
702,2020-02-24,33336423923,458,18,28,0 days,0,34,1
703,2020-02-25,11184189879,462,18,28,0 days,1,34,1
704,2020-02-26,41803062692,470,20,30,0 days,2,34,1
705,2020-02-27,64855265816,458,17,28,0 days,3,34,1
706,2020-02-28,55591856490,458,20,28,0 days,4,34,1
707,2020-02-29,81164263136,458,23,28,0 days,5,34,1
708,2020-03-02,57593775089,458,19,28,0 days,0,35,1
709,2020-03-02,89982513345,435,17,26,1 days,0,35,2
710,2020-03-03,55074409946,458,20,28,0 days,1,35,1
711,2020-03-04,5022922321,449,19,28,0 days,2,35,1
712,2020-03-05,84830066922,458,16,28,0 days,3,35,1
713,2020-03-06,42975619892,437,20,26,0 days,4,35,1
716,2020-03-12,29845765715,458,16,28,0 days,3,40,1
714,2020-03-12,7508858055,443,17,28,1 days,3,40,2
715,2020-03-12,28785399519,476,18,31,2 days,3,40,3
718,2020-03-12,73698465661,461,20,28,3 days,3,40,4
719,2020-03-12,75962065830,458,18,28,4 days,3,40,5
717,2020-03-12,52212124019,458,19,28,5 days,3,40,6
720,2020-03-13,52792573015,485,20,31,0 days,4,40,1
721,2020-03-14,24903046504,458,18,28,0 days,5,40,1
722,2020-03-15,49751486668,484,17,31,0 days,6,40,1
723,2020-03-16,24717518839,459,17,28,0 days,0,40,1
724,2020-03-17,86713413219,445,20,28,0 days,1,40,1
725,2020-03-18,18258090269,442,23,28,0 days,2,40,1
726,2020-03-19,1413620832,458,17,28,0 days,3,40,1
727,2020-03-20,14160414148,458,21,28,0 days,4,40,1
728,2020-03-21,94841743726,471,19,31,0 days,5,40,1
729,2020-03-22,29999496820,453,16,28,0 days,6,40,1
730,2020-03-23,33711147879,458,18,28,0 days,0,40,1
731,2020-03-24,27937275924,458,20,28,0 days,1,40,1
732,2020-03-25,1625669267,458,20,28,0 days,2,40,1
733,2020-03-26,33354532370,458,17,28,0 days,3,40,1
734,2020-03-27,50050147064,453,18,28,0 days,4,40,1
735,2020-03-28,44390227153,463,19,29,0 days,5,40,1
736,2020-03-29,58072649633,456,20,28,0 days,6,40,1
737,2020-03-30,96426181854,464,18,29,0 days,0,40,1
738,2020-03-31,43597482078,422,22,25,0 days,1,40,1
739,2020-04-01,71078720441,481,21,31,0 days,2,40,1
740,2020-04-02,16735348419,458,18,28,0 days,3,40,1
741,2020-04-03,29482992996,451,19,28,0 days,4,40,1
742,2020-04-04,79837306605,431,15,26,0 days,5,40,1
743,2020-04-05,39627077645,424,22,26,0 days,6,40,1
744,2020-04-08,4931903404,458,19,28,0 days,2,42,1
746,2020-04-08,71670892766,473,21,31,1 days,2,42,2
745,2020-04-08,63958530507,458,20,28,2 days,2,42,3
747,2020-04-09,94784959099,448,18,28,0 days,3,42,1
748,2020-04-10,73504360122,458,21,28,0 days,4,42,1
749,2020-04-11,30468452258,453,19,28,0 days,5,42,1
750,2020-04-12,57066691459,491,25,33,0 days,6,42,1
751,2020-04-13,53774580648,497,25,35,0 days,0,42,1
752,2020-04-14,9257557853,421,19,25,0 days,1,42,1
753,2020-04-15,70327490337,420,19,25,0 days,2,42,1
754,2020-04-16,8090281713,467,23,30,0 days,3,42,1
755,2020-04-17,21646497150,458,21,28,0 days,4,42,1
756,2020-04-18,82692622928,496,24,35,0 days,5,42,1
757,2020-04-19,84886280917,472,20,31,0 days,6,42,1
758,2020-04-21,8793929686,424,21,26,0 days,1,43,1
759,2020-04-21,54653904852,481,21,31,1 days,1,43,2
760,2020-04-22,80857672800,448,18,28,0 days,2,43,1
761,2020-04-23,64465867864,467,21,30,0 days,3,43,1
762,2020-04-24,19747775796,449,18,28,0 days,4,43,1
763,2020-04-25,1001368036,458,20,28,0 days,5,43,1
764,2020-04-26,14318757399,449,19,28,0 days,6,43,1
765,2020-04-27,70277072900,474,21,31,0 days,0,43,1
766,2020-04-28,26883696024,425,20,26,0 days,1,43,1
767,2020-04-29,45483980451,458,22,28,0 days,2,43,1
768,2020-04-30,85745202185,458,20,28,0 days,3,43,1
769,2020-05-01,46844621547,497,22,35,0 days,4,43,1
770,2020-05-02,52101088360,430,18,26,0 days,5,43,1
771,2020-05-03,22693370493,490,23,33,0 days,6,43,1
772,2020-05-04,63901178092,428,20,26,0 days,0,43,1
773,2020-05-05,64659495573,450,23,28,0 days,1,43,1
774,2020-05-06,59247039655,458,19,28,0 days,2,43,1
776,2020-05-10,41535633161,492,25,35,0 days,6,46,1
778,2020-05-10,75938635341,451,21,28,1 days,6,46,2
777,2020-05-10,53501682695,458,19,28,2 days,6,46,3
775,2020-05-10,4910626644,451,23,28,3 days,6,46,4
779,2020-05-11,25047286297,468,22,31,0 days,0,46,1
780,2020-05-12,1632097781,201,5,5,0 days,1,46,1
781,2020-05-13,1417174750,485,21,33,0 days,2,46,1
782,2020-05-14,45040926857,458,20,28,0 days,3,46,1
783,2020-05-15,58492886657,458,19,28,0 days,4,46,1
784,2020-05-16,98181504425,241,5,6,0 days,5,46,1
786,2020-05-17,80661428015,496,23,35,0 days,6,46,1
785,2020-05-17,55311950788,257,11,23,5 days,6,46,2
787,2020-05-18,33480571428,458,23,28,0 days,0,46,1
788,2020-05-19,81882485251,424,20,26,0 days,1,46,1
789,2020-05-20,91338219310,462,21,29,0 days,2,46,1
790,2020-05-21,1052754557,448,19,28,0 days,3,46,1
791,2020-05-21,97968146715,206,7,22,5 days,3,46,2
792,2020-05-22,97405384473,436,20,27,0 days,4,46,1
793,2020-05-23,87929108161,458,20,28,0 days,5,46,1
794,2020-05-24,82702831335,443,23,28,0 days,6,46,1
795,2020-05-25,6255080006,458,19,29,0 days,0,46,1
796,2020-05-26,54814343345,465,18,30,0 days,1,46,1
797,2020-05-27,15199931794,458,19,29,0 days,2,46,1
798,2020-05-28,23997930178,458,21,29,0 days,3,46,1
799,2020-05-29,27688758816,433,22,27,0 days,4,46,1
800,2020-05-30,8427337349,472,21,31,0 days,5,46,1
801,2020-05-31,25677342841,457,20,28,0 days,6,46,1
802,2020-06-01,90026940302,443,21,28,0 days,0,46,1
803,2020-06-02,82249069092,458,19,29,0 days,1,46,1
804,2020-06-03,94580973760,458,21,29,0 days,2,46,1
805,2020-06-04,45665242422,436,21,27,0 days,3,46,1
806,2020-06-05,8483126454,477,21,31,0 days,4,46,1
807,2020-06-06,81012360578,420,21,26,0 days,5,46,1
808,2020-06-07,98065538372,458,21,29,0 days,6,46,1
809,2020-06-08,16140187307,424,19,26,0 days,0,46,1
810,2020-06-09,18333287722,427,20,26,0 days,1,46,1
811,2020-06-10,16540285830,423,21,26,0 days,2,46,1
812,2020-06-11,90731307282,458,22,29,0 days,3,46,1
813,2020-06-12,11834784535,433,21,27,0 days,4,46,1
814,2020-06-13,3781928777,481,23,32,0 days,5,46,1
815,2020-06-14,31835555310,420,20,26,0 days,6,46,1
816,2020-06-15,52434226390,458,20,29,0 days,0,46,1
817,2020-06-16,65154233499,429,20,26,0 days,1,46,1
818,2020-06-17,61220256983,431,18,26,0 days,2,46,1
819,2020-06-18,47325834487,214,5,5,0 days,3,46,1
820,2020-06-19,17234337951,458,24,29,0 days,4,46,1
821,2020-06-19,70419801696,250,10,25,1 days,4,46,2
822,2020-06-20,14746612478,437,19,28,0 days,5,46,1
823,2020-06-21,84857193759,434,20,27,0 days,6,46,1
824,2020-06-22,15156946844,480,25,32,0 days,0,46,1
825,2020-06-23,62623644921,458,21,29,0 days,1,46,1
826,2020-06-24,95228452530,423,19,26,0 days,2,46,1
827,2020-06-25,92867408898,470,22,31,0 days,3,46,1
828,2020-06-26,34646891056,452,19,28,0 days,4,46,1
829,2020-06-27,81864611433,421,19,26,0 days,5,46,1
830,2020-06-28,20926703850,443,19,28,0 days,6,46,1
831,2020-06-29,71185166457,458,22,29,0 days,0,46,1
832,2020-06-30,62731862563,444,21,28,0 days,1,46,1
833,2020-07-01,44372331596,493,23,35,0 days,2,46,1
834,2020-07-02,46644871148,458,20,29,0 days,3,46,1
835,2020-07-03,91685974131,458,21,29,0 days,4,46,1
836,2020-07-04,62671329743,458,24,29,0 days,5,46,1
837,2020-07-05,2624047016,458,22,29,0 days,6,46,1
839,2020-07-11,7481631137,452,20,28,0 days,5,51,1
842,2020-07-11,52132349623,492,25,35,1 days,5,51,2
838,2020-07-11,3801139140,458,22,29,2 days,5,51,3
841,2020-07-11,30930474318,479,24,32,3 days,5,51,4
843,2020-07-11,65788716912,425,18,26,4 days,5,51,5
840,2020-07-11,22893923468,439,21,28,5 days,5,51,6
844,2020-07-12,72356240267,458,19,29,0 days,6,51,1
845,2020-07-13,13632085742,434,20,27,0 days,0,51,1
846,2020-07-14,7073455174,463,22,30,0 days,1,51,1
847,2020-07-15,26820001817,458,20,29,0 days,2,51,1
848,2020-07-16,48328608970,478,23,32,0 days,3,51,1
849,2020-07-17,18058323361,461,22,30,0 days,4,51,1
850,2020-07-18,62893020707,440,20,28,0 days,5,51,1
851,2020-07-19,10340449292,470,17,31,0 days,6,51,1
852,2020-07-20,75410628430,458,19,29,0 days,0,51,1
853,2020-07-21,47191470471,454,20,28,0 days,1,51,1
856,2020-07-25,68476398585,478,22,32,0 days,5,54,1
854,2020-07-25,37402338250,431,20,27,1 days,5,54,2
855,2020-07-25,50925158084,435,22,28,2 days,5,54,3
857,2020-07-25,96032853943,425,22,26,3 days,5,54,4
858,2020-07-26,74328482177,423,20,26,0 days,6,54,1
859,2020-07-27,28532915384,458,16,29,0 days,0,54,1
860,2020-07-28,11057945714,458,21,29,0 days,1,54,1
861,2020-07-29,81061851810,458,21,29,0 days,2,54,1
862,2020-07-30,95631747486,429,20,26,0 days,3,54,1
863,2020-07-31,82142183336,465,23,31,0 days,4,54,1
864,2020-08-01,11909869462,497,22,36,0 days,5,54,1
865,2020-08-02,20872863148,458,22,28,0 days,6,54,1
866,2020-08-03,35064440661,458,19,28,0 days,0,54,1
867,2020-08-04,97299821988,434,20,27,0 days,1,54,1
868,2020-08-05,89337205650,494,24,34,0 days,2,54,1
869,2020-08-06,48750538434,479,25,32,0 days,3,54,1
870,2020-08-07,55908165898,462,21,29,0 days,4,54,1
871,2020-08-08,83199156792,448,18,27,0 days,5,54,1
872,2020-08-09,45023740690,458,19,28,0 days,6,54,1
873,2020-08-10,8290471811,458,19,28,0 days,0,54,1
874,2020-08-11,47419369473,494,27,34,0 days,1,54,1
875,2020-08-12,58908343412,443,20,27,0 days,2,54,1
876,2020-08-13,36874878997,441,20,27,0 days,3,54,1
877,2020-08-14,31053223105,419,20,25,0 days,4,54,1
878,2020-08-15,55246849108,458,20,28,0 days,5,54,1
879,2020-08-16,21351441926,442,20,27,0 days,6,54,1
880,2020-08-17,84999169325,458,19,28,0 days,0,54,1
883,2020-08-20,44948170461,436,20,27,0 days,3,56,1
882,2020-08-20,2009277163,482,19,32,1 days,3,56,2
881,2020-08-20,1786399047,458,23,28,2 days,3,56,3
884,2020-08-21,32488442312,450,19,27,0 days,4,56,1
885,2020-08-22,74828340611,458,19,28,0 days,5,56,1
887,2020-08-24,83751463188,458,21,28,0 days,0,57,1
886,2020-08-24,35754402159,482,23,32,1 days,0,57,2
888,2020-08-25,23967761737,483,24,32,0 days,1,57,1
889,2020-08-26,55533469541,434,18,27,0 days,2,57,1
890,2020-08-27,52031987692,458,23,28,0 days,3,57,1
891,2020-08-28,20718367592,482,26,32,0 days,4,57,1
892,2020-08-29,8968722351,485,22,33,0 days,5,57,1
893,2020-08-30,21038677089,419,22,25,0 days,6,57,1
894,2020-08-31,75949835306,458,24,28,0 days,0,57,1
895,2020-09-01,76128262911,437,21,27,0 days,1,57,1
896,2020-09-02,56043710462,458,21,28,0 days,2,57,1
897,2020-09-03,76789400858,458,21,28,0 days,3,57,1
898,2020-09-04,29463183138,468,23,29,0 days,4,57,1
899,2020-09-05,39752392886,431,23,26,0 days,5,57,1
900,2020-09-06,26964113303,458,21,28,0 days,6,57,1
901,2020-09-07,64562645515,458,19,28,0 days,0,57,1
902,2020-09-08,50278558785,444,19,26,0 days,1,57,1
903,2020-09-09,21160239005,490,21,33,0 days,2,57,1
904,2020-09-10,15080592540,481,26,31,0 days,3,57,1
905,2020-09-11,49221225923,446,21,26,0 days,4,57,1
906,2020-09-12,90947397618,483,25,32,0 days,5,57,1
907,2020-09-13,71396707965,422,19,24,0 days,6,57,1
908,2020-09-14,93596528673,458,24,28,0 days,0,57,1
909,2020-09-15,55076566935,448,21,26,0 days,1,57,1
910,2020-09-16,50799259525,436,21,26,0 days,2,57,1
911,2020-09-17,18109325411,476,23,30,0 days,3,57,1
912,2020-09-18,33257118915,458,20,28,0 days,4,57,1
913,2020-09-19,3548525456,495,24,35,0 days,5,57,1
914,2020-09-20,67960091617,238,6,6,0 days,6,57,1
915,2020-09-21,93288545269,462,21,29,0 days,0,57,1
916,2020-09-22,2064865659,430,20,26,0 days,1,57,1
917,2020-09-23,62267258752,449,20,26,0 days,2,57,1
918,2020-09-24,73736157275,476,22,31,0 days,3,57,1
919,2020-09-24,80226798571,220,10,22,4 days,3,57,2
920,2020-09-25,65553221509,436,21,26,0 days,4,57,1
921,2020-09-26,63371584934,453,21,27,0 days,5,57,1
922,2020-09-27,82168706866,422,19,24,0 days,6,57,1
923,2020-09-28,56316102200,458,22,28,0 days,0,57,1
924,2020-09-29,16428024790,421,20,24,0 days,1,57,1
925,2020-09-30,51303813831,458,20,28,0 days,2,57,1
